year,valid_pixels,mean_ndvi,median_ndvi,std_ndvi,p10_ndvi,p25_ndvi,p75_ndvi,p90_ndvi,low_vegetation_pct,medium_vegetation_pct,high_vegetation_pct,mean_valid_observations
2008,1180131,0.7761983871459961,0.7863399982452393,0.08022397756576538,0.6963843703269958,0.7406483292579651,0.8297117948532104,0.856431782245636,0.007412736382655824,0.1005125702146626,0.8920746934026815,27.120084973617335
2013,1177628,0.7852464318275452,0.7950948476791382,0.08213983476161957,0.7062934041023254,0.7499169111251831,0.8386059999465942,0.8662816286087036,0.007510860815130075,0.0798715723471249,0.912617566837745,27.36551185943269
2018,1180397,0.7855424284934998,0.796783983707428,0.08203410357236862,0.7036247849464417,0.7505617141723633,0.8396333456039429,0.8667500019073486,0.007533058792931531,0.08552207435295074,0.9069448668541177,30.275780944885494
2023,1181456,0.7867181897163391,0.7979773879051208,0.08382762968540192,0.7084749937057495,0.7544738054275513,0.839106023311615,0.8669499754905701,0.008619026015357321,0.07636678809875272,0.91501418588589,28.778512276377622
