cluster,cells,mean_lon,mean_lat,mean_ndvi_2008,mean_ndvi_2013,mean_ndvi_2018,mean_ndvi_2023,mean_change_2008_2023
0,368,-76.6204467882017,8.070855977538502,0.762384688562673,0.7739219971649025,0.7671613837389842,0.7740042538422606,0.011619565279587456
1,1097,-75.74653795342432,7.002182086884678,0.8261332646107391,0.8354007214334952,0.8361270216343722,0.8371728080016652,0.011039543390926058
2,326,-75.41683020663963,7.158499488111847,0.6755735492048088,0.6861909188193046,0.6867954325090888,0.6864586818071962,0.010885132602387411
3,1341,-75.22616636509859,6.54207680776644,0.7663744774707478,0.7747518801582473,0.7771467019336424,0.7776551466660212,0.011280669195273312
4,40,-75.2200611123693,6.840624999387742,0.4981968220323324,0.482175587490201,0.4852062281221151,0.47411271594464777,-0.02408410608768463
