year,file,width,height,count,dtype,crs,bounds_left,bounds_bottom,bounds_right,bounds_top,pixel_size_x,pixel_size_y,nodata,compression,tiled,block_shape,descriptions
2014,antioquia_2014.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2015,antioquia_2015.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2017,antioquia_2017.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2018,antioquia_2018.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2020,antioquia_2020.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2021,antioquia_2021.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
2023,antioquia_2023.tif,6495,5574,5,float32,EPSG:4326,-76.50034993256163,5.499845495493359,-72.99961527034786,8.504171131702687,0.0005389891704717129,-0.0005389891704717129,,LZW,True,"(256, 256)",Red|NIR|SWIR1|SWIR2|NDVI
